  18.5000 4.1872e+04 3.4366e+04 5.1632e+04 3.4595e+04 5.1219e+04 4.0029e+04 4.4680e+04 5.0128e+04 3.5601e+04 4.2936e+04 3.4595e+04 5.1219e+04 4.0437e+04
  18.7500 3.9022e+04 3.2069e+04 4.8034e+04 3.2280e+04 4.7652e+04 3.7324e+04 4.1618e+04 4.6674e+04 3.3188e+04 3.9984e+04 3.2280e+04 4.7652e+04 3.7729e+04
  19.0000 3.6395e+04 2.9949e+04 4.4724e+04 3.0142e+04 4.4371e+04 3.4829e+04 3.8797e+04 4.3493e+04 3.0963e+04 3.7266e+04 3.0142e+04 4.4371e+04 3.5227e+04
  19.2500 3.3971e+04 2.7989e+04 4.1677e+04 2.8166e+04 4.1349e+04 3.2525e+04 3.6196e+04 4.0562e+04 2.8909e+04 3.4760e+04 2.8166e+04 4.1349e+04 3.2916e+04
  19.5000 3.1733e+04 2.6176e+04 3.8869e+04 2.6339e+04 3.8564e+04 3.0396e+04 3.3795e+04 3.7857e+04 2.7011e+04 3.2448e+04 2.6339e+04 3.8564e+04 3.0777e+04
  19.7500 2.9664e+04 2.4498e+04 3.6278e+04 2.4648e+04 3.5995e+04 2.8427e+04 3.1578e+04 3.5359e+04 2.5257e+04 3.0312e+04 2.4648e+04 3.5995e+04 2.8798e+04
  20.0000 2.7749e+04 2.2943e+04 3.3886e+04 2.3082e+04 3.3623e+04 2.6604e+04 2.9527e+04 3.3050e+04 2.3633e+04 2.8338e+04 2.3082e+04 3.3623e+04 2.6965e+04
  20.2500 2.5977e+04 2.1502e+04 3.1675e+04 2.1629e+04 3.1430e+04 2.4916e+04 2.7630e+04 3.0914e+04 2.2129e+04 2.6512e+04 2.1629e+04 3.1430e+04 2.5265e+04
  20.5000 2.4335e+04 2.0164e+04 2.9630e+04 2.0282e+04 2.9401e+04 2.3350e+04 2.5873e+04 2.8937e+04 2.0736e+04 2.4821e+04 2.0282e+04 2.9401e+04 2.3689e+04
  20.7500 2.2812e+04 1.8923e+04 2.7736e+04 1.9032e+04 2.7523e+04 2.1897e+04 2.4244e+04 2.7105e+04 1.9442e+04 2.3253e+04 1.9032e+04 2.7523e+04 2.2227e+04
  21.0000 2.1398e+04 1.7769e+04 2.5982e+04 1.7870e+04 2.5783e+04 2.0548e+04 2.2734e+04 2.5406e+04 1.8242e+04 2.1800e+04 1.7870e+04 2.5783e+04 2.0868e+04
  21.2500 2.0086e+04 1.6696e+04 2.4354e+04 1.6790e+04 2.4168e+04 1.9295e+04 2.1331e+04 2.3830e+04 1.7127e+04 2.0450e+04 1.6790e+04 2.4168e+04 1.9606e+04
  21.5000 1.8865e+04 1.5698e+04 2.2844e+04 1.5785e+04 2.2670e+04 1.8129e+04 2.0028e+04 2.2366e+04 1.6090e+04 1.9197e+04 1.5785e+04 2.2670e+04 1.8432e+04
  21.7500 1.7730e+04 1.4769e+04 2.1441e+04 1.4849e+04 2.1278e+04 1.7044e+04 1.8817e+04 2.1005e+04 1.5125e+04 1.8031e+04 1.4849e+04 2.1278e+04 1.7338e+04
  22.0000 1.6673e+04 1.3902e+04 2.0138e+04 1.3977e+04 1.9985e+04 1.6034e+04 1.7690e+04 1.9739e+04 1.4227e+04 1.6947e+04 1.3977e+04 1.9985e+04 1.6319e+04
  22.2500 1.5689e+04 1.3094e+04 1.8925e+04 1.3164e+04 1.8782e+04 1.5092e+04 1.6640e+04 1.8560e+04 1.3390e+04 1.5938e+04 1.3164e+04 1.8782e+04 1.5368e+04
  22.5000 1.4771e+04 1.2340e+04 1.7797e+04 1.2404e+04 1.7662e+04 1.4214e+04 1.5662e+04 1.7463e+04 1.2609e+04 1.4998e+04 1.2404e+04 1.7662e+04 1.4480e+04
  22.7500 1.3915e+04 1.1635e+04 1.6745e+04 1.1695e+04 1.6620e+04 1.3394e+04 1.4750e+04 1.6439e+04 1.1881e+04 1.4122e+04 1.1695e+04 1.6620e+04 1.3652e+04
  23.0000 1.3116e+04 1.0977e+04 1.5766e+04 1.1033e+04 1.5647e+04 1.2629e+04 1.3899e+04 1.5485e+04 1.1201e+04 1.3304e+04 1.1033e+04 1.5647e+04 1.2877e+04
  23.2500 1.2370e+04 1.0361e+04 1.4852e+04 1.0413e+04 1.4740e+04 1.1914e+04 1.3104e+04 1.4594e+04 1.0565e+04 1.2541e+04 1.0413e+04 1.4740e+04 1.2153e+04
  23.5000 1.1672e+04 9.7847e+03 1.3999e+04 9.8337e+03 1.3894e+04 1.1245e+04 1.2362e+04 1.3762e+04 9.9712e+03 1.1828e+04 9.8337e+03 1.3894e+04 1.1475e+04
  23.7500 1.1019e+04 9.2453e+03 1.3202e+04 9.2911e+03 1.3104e+04 1.0619e+04 1.1668e+04 1.2984e+04 9.4155e+03 1.1162e+04 9.2911e+03 1.3104e+04 1.0841e+04
  24.0000 1.0409e+04 8.7400e+03 1.2458e+04 8.7828e+03 1.2365e+04 1.0033e+04 1.1019e+04 1.2257e+04 8.8953e+03 1.0538e+04 8.7828e+03 1.2365e+04 1.0246e+04
  24.2500 9.8367e+03 8.2663e+03 1.1761e+04 8.3064e+03 1.1674e+04 9.4844e+03 1.0411e+04 1.1576e+04 8.4081e+03 9.9551e+03 8.3064e+03 1.1674e+04 9.6895e+03
  24.5000 9.3009e+03 7.8221e+03 1.1110e+04 7.8596e+03 1.1027e+04 8.9701e+03 9.8416e+03 1.0939e+04 7.9515e+03 9.4089e+03 7.8596e+03 1.1027e+04 9.1673e+03
  24.7500 8.7986e+03 7.4053e+03 1.0499e+04 7.4404e+03 1.0421e+04 8.4877e+03 9.3080e+03 1.0342e+04 7.5233e+03 8.8970e+03 7.4404e+03 1.0421e+04 8.6774e+03
  25.0000 8.3274e+03 7.0139e+03 9.9277e+03 7.0469e+03 9.8540e+03 8.0350e+03 8.8077e+03 9.7825e+03 7.1216e+03 8.4170e+03 7.0469e+03 9.8540e+03 8.2175e+03
